method,image_id,candidate_index,uses_ground_truth,diagnostic_only,deployable,ranking_scores
Mismatched-C-4,58157,6,False,False,True,"[0.6564921991728577, 0.6242295395747346, 0.5649161191703516, 0.6710967574902555, 0.6785120132268687, 0.6467763635233268, 0.698297502250315, 0.6267428121107202]"
Mismatched-C-4,58169,1,False,False,True,"[0.6111980567724473, 0.6444655218828704, 0.5481893285713642, 0.6125177832405193, 0.6130843822828748, 0.60147874259985, 0.5924228318269773, 0.6037214990387509]"
Mismatched-C-4,58252,5,False,False,True,"[0.6902982848968462, 0.6384653598360528, 0.6076677197411161, 0.6791206552659945, 0.6574908617687036, 0.6915421146660357, 0.6708235994846319, 0.6057429823989984]"
Mismatched-C-4,58341,0,False,False,True,"[0.6743645541480883, 0.5585168764872901, 0.6212244229166789, 0.6701809174655183, 0.6629141122662068, 0.5847057470074877, 0.6637124221110946, 0.4609706477275879]"
Mismatched-C-4,58458,0,False,False,True,"[0.6771596022230211, 0.6462391732465924, 0.6437773395352409, 0.573898777937832, 0.5782942423778366, 0.6162439834549627, 0.5753551571521561, 0.6307706769488731]"
Mismatched-C-4,58572,0,False,False,True,"[0.6848591011163169, 0.5355615153305364, 0.6050137557854043, 0.5680862819977299, 0.6613995081208663, 0.6761471095560101, 0.5073710076909965, 0.6827111185667435]"
Mismatched-C-4,58835,3,False,False,True,"[0.665406034573573, 0.6633298189022903, 0.6721824434211918, 0.7054751165088526, 0.5992877727714746, 0.5926530885294223, 0.5913971319450644, 0.6502600838210755]"
Mismatched-C-4,58977,1,False,False,True,"[0.6831788403682018, 0.7421988425191874, 0.6992970305908922, 0.7157600199547476, 0.6777195474116464, 0.7081399658180989, 0.6560871915513904, 0.7060816542212747]"
Mismatched-C-4,58988,7,False,False,True,"[0.5664506194841936, 0.6786363682424751, 0.5931472856976798, 0.5461348914362608, 0.6677861222334337, 0.6720837632023873, 0.5571727928580992, 0.6794133024543294]"
Mismatched-C-4,59101,0,False,False,True,"[0.6451495661340052, 0.5892443136901684, 0.6081198736221034, 0.5817488392247656, 0.6276653128520745, 0.5614577338971304, 0.485742591201799, 0.5713599987244153]"
Mismatched-C-4,59177,2,False,False,True,"[0.7228227543315229, 0.7861770901081839, 0.796277433497955, 0.6745148610945015, 0.7189907873251433, 0.7579142747891019, 0.7240094801357071, 0.723569169216199]"
Mismatched-C-4,59183,3,False,False,True,"[0.6006224190677906, 0.656640539387346, 0.696753824096084, 0.6988081600921423, 0.631089382356237, 0.6321344353811293, 0.5937083253781469, 0.6375945833121264]"
Mismatched-C-4,59219,4,False,False,True,"[0.5765404003926704, 0.6281498559463696, 0.6774727813633652, 0.5792164295120542, 0.6918573339386561, 0.6728705859034902, 0.661546161345312, 0.6859849955796706]"
Mismatched-C-4,59293,3,False,False,True,"[0.7186743761583059, 0.7020280989609503, 0.7111141426988055, 0.734899124030578, 0.6765192616456411, 0.7268128694912084, 0.6974225439396537, 0.6173932596040418]"
Mismatched-C-4,59464,7,False,False,True,"[0.6036382426690265, 0.6991847542155198, 0.6388280938320567, 0.6079971615374091, 0.6085084542094779, 0.5983359112710536, 0.5930419872686556, 0.7001177313017415]"
Mismatched-C-4,59470,6,False,False,True,"[0.6345644818933069, 0.6354026427212309, 0.6189069199021446, 0.6812207155320477, 0.6685927940704237, 0.6326239709794856, 0.7191602413036828, 0.6437354716285026]"
Mismatched-C-4,59508,7,False,False,True,"[0.6443329586508244, 0.6417420242573937, 0.6245620679479287, 0.6228905357739516, 0.6457550310735063, 0.6498253883518847, 0.6004487841269224, 0.6620223634469933]"
Mismatched-C-4,59838,1,False,False,True,"[0.5668901471042759, 0.6036185482022178, 0.5081300337549238, 0.5372476208954928, 0.5941476761017095, 0.5642942821224417, 0.5555603988429982, 0.5420119197201982]"
Mismatched-C-4,59905,5,False,False,True,"[0.5536484640220607, 0.49933047545292464, 0.5611726443177983, 0.4338120097792258, 0.49191964375375413, 0.5771565585888545, 0.5222743211890906, 0.5055992040503772]"
Mismatched-C-4,60063,5,False,False,True,"[0.5630217033920835, 0.5537056718697, 0.5571625256521934, 0.5489946478230985, 0.5719920682992026, 0.5987396289341302, 0.5752444448419469, 0.5621547409004626]"
Mismatched-C-4,60496,2,False,False,True,"[0.5716393355211546, 0.6462772297466404, 0.6934511471561627, 0.6194178131343934, 0.6782894046119257, 0.6594637462899171, 0.6404097128325267, 0.6705924274298017]"
Mismatched-C-4,60707,2,False,False,True,"[0.6400071684756976, 0.5245821206060823, 0.678431458468816, 0.6505422445095833, 0.6075135134308499, 0.6431292817021359, 0.6504941519625594, 0.6346270804278646]"
Mismatched-C-4,60784,5,False,False,True,"[0.6647137035836419, 0.6379322213026153, 0.6697673529620545, 0.580301455293754, 0.44261097746780975, 0.6803238020420814, 0.5401635064312488, 0.5540531250519842]"
Mismatched-C-4,60932,7,False,False,True,"[0.7371536648670602, 0.7330975005249123, 0.7218412343818728, 0.7307956346222744, 0.7322589171974188, 0.7149158384471428, 0.7086268284653509, 0.7383016947003557]"
Mismatched-C-4,61327,0,False,False,True,"[0.6019814436603447, 0.5634835559924494, 0.5955938611143613, 0.595476138805697, 0.5753270026651034, 0.5861936957159314, 0.5918242130520421, 0.5866841559580854]"
Mismatched-C-4,61653,5,False,False,True,"[0.6045275032272279, 0.6112558328868645, 0.5406076930426735, 0.5812084233231399, 0.562405605098049, 0.6192495580198261, 0.5097539171577943, 0.5769223107359012]"
Mismatched-C-4,61683,1,False,False,True,"[0.6604881961993676, 0.686002926386393, 0.6161741015786162, 0.6802773786763507, 0.6201299999856633, 0.6266420719091633, 0.6373731336894766, 0.6053205795835317]"
Mismatched-C-4,61701,3,False,False,True,"[0.6130710146802945, 0.62963668567476, 0.6819019622666443, 0.7407283778691143, 0.6457030255498252, 0.5994797769085813, 0.6340623108765485, 0.7127411792254428]"
Mismatched-C-4,61868,7,False,False,True,"[0.5934178494431446, 0.615288098628324, 0.5599902346036343, 0.6127389927478195, 0.597165356843429, 0.6120112161526452, 0.5778051562633928, 0.6283419712781066]"
Mismatched-C-4,61878,3,False,False,True,"[0.7065863032010049, 0.7284954634229971, 0.6811112598515419, 0.7436401667663817, 0.7240588605988073, 0.6189222481252646, 0.7085543682498898, 0.7092877522160701]"
Mismatched-C-4,62117,2,False,False,True,"[0.6205938826689545, 0.6101869619530673, 0.7263846179556305, 0.5581376087504216, 0.6035500606432942, 0.6384371873785262, 0.6081509676032293, 0.5576320176244509]"
Mismatched-C-4,62587,1,False,False,True,"[0.40269903642591887, 0.5848626684365268, 0.5339548075349633, 0.517825076476258, 0.5282890614063416, 0.5768144271900594, 0.48104125999505554, 0.5303100732510396]"
Mismatched-C-4,62627,4,False,False,True,"[0.6126608797209451, 0.6041287853837473, 0.6399398075472467, 0.5937335844106147, 0.7062372017602966, 0.6920244176204511, 0.639544310802515, 0.6746366194544537]"
Mismatched-C-4,63062,2,False,False,True,"[0.3858229781880219, 0.627219635765707, 0.6924305448071817, 0.490863735693572, 0.5588010028999078, 0.5755090661987923, 0.4037818025671005, 0.4530645542078501]"
Mismatched-C-4,63247,3,False,False,True,"[0.4931108694077365, 0.5955889982285211, 0.5044643572091316, 0.6517637789584974, 0.6271300300874306, 0.5642880039110213, 0.6185312645321328, 0.620030588135482]"
Mismatched-C-4,63837,6,False,False,True,"[0.5339726466304086, 0.5612187822215983, 0.5626147086326867, 0.5345707912116322, 0.4616669074407909, 0.6427680415259978, 0.7078419236084106, 0.6895053494061395]"
Mismatched-C-4,63869,5,False,False,True,"[0.699893907307368, 0.5157230395650332, 0.6489926691856771, 0.6801028940285121, 0.5901787584200935, 0.7434903943554154, 0.6559612651292375, 0.6375812721512302]"
Mismatched-C-4,64050,6,False,False,True,"[0.5995857029894993, 0.6537564243569024, 0.6476274291214628, 0.6275362773953578, 0.5962706432437772, 0.6279802246231756, 0.6570835929816611, 0.6265562724640023]"
Mismatched-C-4,64148,1,False,False,True,"[0.4810338871534059, 0.5775317402027932, 0.5473508332446652, 0.516663000018786, 0.5452577757488088, 0.5398804255203276, 0.5312618444857817, 0.5421618303418552]"
Mismatched-C-4,64195,2,False,False,True,"[0.7126800555377046, 0.6049556731334822, 0.7489688853226659, 0.6190044850470734, 0.662509833440306, 0.6125020527777418, 0.689630513550934, 0.619460473510009]"
Mismatched-C-4,64262,3,False,False,True,"[0.6249995130579893, 0.5093292517806252, 0.5892851235469181, 0.6657171492256149, 0.648364207790046, 0.6599345783653119, 0.6535669692075403, 0.6646186722133998]"
Mismatched-C-4,64417,5,False,False,True,"[0.5747241074565843, 0.5997605106051918, 0.6005356371178133, 0.6281899936022096, 0.6534342900941725, 0.6809497733465051, 0.4835626214735111, 0.5867176833839914]"
Mismatched-C-4,64547,4,False,False,True,"[0.4137129656417666, 0.6165998353007618, 0.41477422735282987, 0.5705427421566807, 0.6251244138368767, 0.4746411677398409, 0.576889372614938, 0.6147945326367498]"
Mismatched-C-4,64783,3,False,False,True,"[0.6211243082717928, 0.6577440707026376, 0.5671326475325216, 0.658407789374172, 0.6466682836340325, 0.6050041565196123, 0.5593208298707145, 0.6000915139895273]"
Mismatched-C-4,64851,6,False,False,True,"[0.6632400256627502, 0.5922052409238813, 0.5642029390496734, 0.6415963073083184, 0.5421410228548748, 0.6120036399171618, 0.6662173270066785, 0.6589321753232296]"
Mismatched-C-4,64925,3,False,False,True,"[0.5669702484541124, 0.5306756230832864, 0.48201649664628304, 0.6170701879021115, 0.4710310772666515, 0.4948745796815053, 0.5790800939882486, 0.5578224635991602]"
Mismatched-C-4,65218,2,False,False,True,"[0.520233224365812, 0.45971271116355333, 0.573897687197628, 0.5108651474281434, 0.5683544762468502, 0.5404656604444702, 0.5298765053402944, 0.5330032013015873]"
Mismatched-C-4,65340,2,False,False,True,"[0.6926088002102009, 0.6411766404037407, 0.7124118564861863, 0.6648957869979923, 0.6410446230181137, 0.5923611354470617, 0.631657632574228, 0.6183984058156673]"
Mismatched-C-4,65348,5,False,False,True,"[0.5320234590580719, 0.5610836653647635, 0.5427527054936094, 0.506176563635625, 0.544370137221017, 0.6089071756779685, 0.5591945538070062, 0.4627917852536588]"
Mismatched-C-4,65417,4,False,False,True,"[0.704632594325048, 0.6118361872449897, 0.681049323137048, 0.6950272109377884, 0.7219634329082547, 0.6802314082649599, 0.6723702078349256, 0.6411749664675241]"
Mismatched-C-4,65553,7,False,False,True,"[0.6255593770006245, 0.6305543422890554, 0.6178081726575393, 0.559268669136487, 0.6795074627492789, 0.6010352150627851, 0.6345195077682122, 0.7013406110378058]"
Mismatched-C-4,65609,3,False,False,True,"[0.7077473582980471, 0.7962002013092989, 0.7821158856929318, 0.8082088166584049, 0.7961886194480463, 0.7772466057893954, 0.807208563789678, 0.6908028945091417]"
Mismatched-C-4,65690,4,False,False,True,"[0.5868118369193867, 0.5990449127184152, 0.6159226616713821, 0.6922005548594055, 0.6983769666965773, 0.6626450638863153, 0.6470394315290149, 0.6388876535206676]"
Mismatched-C-4,65878,5,False,False,True,"[0.5779291372708878, 0.5932500033855005, 0.49061917671166977, 0.5890840679304072, 0.5667809142749101, 0.6095102429413322, 0.5787812221259062, 0.5302508869416038]"
Mismatched-C-4,66058,0,False,False,True,"[0.6263828305711112, 0.6019201250663059, 0.5794499926059775, 0.5760000371031877, 0.594157694644476, 0.6073359083110605, 0.5361963611329018, 0.5806231779218951]"
Mismatched-C-4,66209,2,False,False,True,"[0.6298038420743197, 0.6210770474380289, 0.6513849335739915, 0.6032122086713039, 0.5448098010696671, 0.5821784014355378, 0.5533336557704503, 0.6263045826529516]"
Mismatched-C-4,66269,6,False,False,True,"[0.5388576286574973, 0.41088239013250527, 0.6004205127434143, 0.5765278623086446, 0.5681380800299369, 0.5174246059196365, 0.6562818231902959, 0.5561510884231706]"
Mismatched-C-4,66437,1,False,False,True,"[0.6633408034284918, 0.6692196564240782, 0.5808236271993239, 0.6540146692091159, 0.6449388301448485, 0.6513127792770699, 0.6192051240411651, 0.563559279630101]"
Mismatched-C-4,66512,3,False,False,True,"[0.6113057512661655, 0.5737058330737796, 0.5897703939501757, 0.7501737017749346, 0.5795915072153894, 0.6352686359958382, 0.6333477616361056, 0.6619252519827282]"
Mismatched-C-4,66559,6,False,False,True,"[0.6202976758078724, 0.6417888643256855, 0.5981570030005041, 0.6502491730769344, 0.642477677767505, 0.6259809110452527, 0.682953668316288, 0.6317623519209506]"
Mismatched-C-4,66875,7,False,False,True,"[0.7000030115263334, 0.7236590857904338, 0.6663495518474718, 0.7181615753798153, 0.644605585194588, 0.7303639536956958, 0.6695144880985824, 0.7320465446051736]"
Mismatched-C-4,67261,3,False,False,True,"[0.6131105368978302, 0.455580725718121, 0.593024065544612, 0.7277350891686112, 0.509269171521943, 0.4927157993007258, 0.5592415286128144, 0.5068467652790604]"
Mismatched-C-4,67281,0,False,False,True,"[0.6949541059905548, 0.643741975345409, 0.6766362788254439, 0.6945994557838618, 0.668046146728098, 0.6743111044629877, 0.6730902775373886, 0.6510157602334885]"
Mismatched-C-4,67361,3,False,False,True,"[0.6268238057250406, 0.6763310438854748, 0.6946899536668334, 0.713444517005031, 0.5916208842295847, 0.6743353106630157, 0.7058965062975315, 0.6817285111357001]"
Mismatched-C-4,67444,1,False,False,True,"[0.6368259346898706, 0.7007908280694108, 0.6357388585299912, 0.6478706653518604, 0.6151283315867209, 0.6545460818454181, 0.5395468330445226, 0.6948527931597132]"
Mismatched-C-4,67673,7,False,False,True,"[0.6164012673299104, 0.5858646910533587, 0.6697531247304624, 0.7577987813305023, 0.7709777332265169, 0.7077738721254304, 0.6211409172192636, 0.8088466335522226]"
Mismatched-C-4,67708,4,False,False,True,"[0.5805617555491115, 0.6686836170922643, 0.6335877944246084, 0.6080370139991117, 0.726126494482837, 0.6744289536050989, 0.6189325214371746, 0.5876308995304736]"
Mismatched-C-4,67899,5,False,False,True,"[0.6200892243483364, 0.5890479454440837, 0.614111789954312, 0.5865002005131208, 0.551796265136768, 0.6279472258302208, 0.5949677627622443, 0.5916979997139975]"
Mismatched-C-4,68121,1,False,False,True,"[0.5638783492314655, 0.7002128245822565, 0.5127376741661739, 0.6267561204169907, 0.5126679552775346, 0.6125798879647064, 0.6227328729989638, 0.5418624285886081]"
Mismatched-C-4,68127,0,False,False,True,"[0.7707516449044545, 0.7119285397324593, 0.6969663112670226, 0.740608828415428, 0.7298365521710568, 0.7007473805875132, 0.720625857144116, 0.7225453992848392]"
Mismatched-C-4,68173,7,False,False,True,"[0.6561906270038023, 0.6498024208630622, 0.6931922417866009, 0.7118897938586752, 0.6723828115695594, 0.7310181032738227, 0.6641867328166282, 0.7389481386564042]"
Mismatched-C-4,68193,5,False,False,True,"[0.7367337961783273, 0.7139608382398255, 0.626268811355511, 0.7048287039169859, 0.7588803068287071, 0.7604430217767661, 0.6527349747585884, 0.6487264354761807]"
Mismatched-C-4,68287,6,False,False,True,"[0.6864126482460435, 0.6818744684812597, 0.6835329204891152, 0.6694828719670545, 0.7477381354992692, 0.7402030637207643, 0.764641106238216, 0.7025964531264328]"
Mismatched-C-4,68394,0,False,False,True,"[0.7116360248688993, 0.6130863596165768, 0.6253645249678799, 0.5595063474305997, 0.5683210220826352, 0.5629005896828045, 0.6582617154122323, 0.5718011593108067]"
Mismatched-C-4,68473,3,False,False,True,"[0.4052393614943345, 0.586523028795003, 0.5798859129205072, 0.6009961956273824, 0.4961441658757713, 0.5552262733111354, 0.5817905886467152, 0.5808559610217219]"
Mismatched-C-4,68532,4,False,False,True,"[0.5827184234941685, 0.5077910619572352, 0.5560764133738032, 0.4777011067263232, 0.5855898993147268, 0.4883087182553555, 0.5374314570972477, 0.5043977181729381]"
Mismatched-C-4,68553,7,False,False,True,"[0.6864354483762549, 0.6585587952704843, 0.6231386537270558, 0.6243113826265179, 0.739964663980496, 0.6470817605984087, 0.6634985086257443, 0.7709215204247278]"
Mismatched-C-4,68819,3,False,False,True,"[0.6059976940762555, 0.6321602922455503, 0.5997087856512658, 0.6722579600578376, 0.601995958723847, 0.6484022300460683, 0.5869427870506623, 0.6709065750326232]"
Mismatched-C-4,69085,3,False,False,True,"[0.7038546610114272, 0.695191073167472, 0.6962558733221473, 0.7243228793041554, 0.6957967401142977, 0.6985848817954722, 0.7046546791793671, 0.6819855336761338]"
Mismatched-C-4,69087,2,False,False,True,"[0.6426126159073958, 0.5524348323303391, 0.654774284912814, 0.6303050515414845, 0.5490676453079744, 0.5720777634106398, 0.5225952329979895, 0.6204666730111117]"
Mismatched-C-4,69137,1,False,False,True,"[0.6182437866235064, 0.6557647681235306, 0.6102206253060647, 0.483628896750709, 0.5767117719816439, 0.5215983792279444, 0.5948816078238822, 0.6086398835244556]"
Mismatched-C-4,69462,0,False,False,True,"[0.7715653080958351, 0.5541675214111412, 0.6785443052355775, 0.7276291280288585, 0.6599392548180611, 0.6771241472037788, 0.7043201413370057, 0.6939757564314348]"
Mismatched-C-4,69641,1,False,False,True,"[0.7159575480514726, 0.7300181952259391, 0.7041536294058972, 0.6554811405252513, 0.7137237987802186, 0.7045452116191747, 0.6757576827486762, 0.7088874147642479]"
Mismatched-C-4,70279,5,False,False,True,"[0.7099624596981382, 0.6099015718686951, 0.664297350657745, 0.5200048976744, 0.6172582007219929, 0.7880242403336464, 0.6706569984522961, 0.672211477736435]"
Mismatched-C-4,70372,7,False,False,True,"[0.6017390875649535, 0.6285325436316151, 0.6445628345600656, 0.6457751619043506, 0.34504897904186876, 0.6630607066090632, 0.5912203645492842, 0.6921042384367304]"
Mismatched-C-4,70496,0,False,False,True,"[0.7636628867546711, 0.7032575545361135, 0.6607009658155151, 0.5233545054233779, 0.712674587991947, 0.669143798467277, 0.6654320777604303, 0.6237218345019253]"
Mismatched-C-4,70765,2,False,False,True,"[0.6556977086097822, 0.7062462449397291, 0.7249687206914273, 0.6833733670772206, 0.6899656291097875, 0.6592209886303457, 0.7169406157646119, 0.6713059770506994]"
Mismatched-C-4,71264,4,False,False,True,"[0.7171060368072624, 0.6167883424358289, 0.6842446753221387, 0.7152012433856207, 0.7742871837504948, 0.6116150062796889, 0.6803977451288329, 0.7360357921224465]"
Mismatched-C-4,71624,1,False,False,True,"[0.5356254785624172, 0.6577095195988041, 0.6093410381377758, 0.5879253614947835, 0.6259766924841994, 0.5479412368684873, 0.6155828853191112, 0.6513909218687697]"
Mismatched-C-4,71735,1,False,False,True,"[0.8559530460733187, 0.8672823566677368, 0.8079448264777602, 0.8582539394941517, 0.8539882268847616, 0.8604427328157527, 0.8120162665327154, 0.8516964561801501]"
Mismatched-C-4,72089,6,False,False,True,"[0.6693975555662908, 0.7211536786792672, 0.7128859383974708, 0.7114016315937223, 0.6549875562804466, 0.7047711366255157, 0.7416390610245358, 0.60558708150278]"
Mismatched-C-4,72151,3,False,False,True,"[0.7312678288269923, 0.6747001715212342, 0.7161358881903734, 0.7322544528870722, 0.6399936918814126, 0.7243610133948489, 0.719233099795589, 0.6719403777043637]"
Mismatched-C-4,72389,6,False,False,True,"[0.601580554550261, 0.643267529926594, 0.6721326455791863, 0.6395700574314755, 0.6624043739973362, 0.6384469803542016, 0.7018787917104053, 0.6095925003196856]"
Mismatched-C-4,72527,1,False,False,True,"[0.5827887918582536, 0.6869608888727005, 0.6431584753897941, 0.6152122996336297, 0.6489731612467571, 0.6376761111388844, 0.6826876923190506, 0.5955780933855488]"
Mismatched-C-5,95,4,False,False,True,"[0.8198076326431549, 0.8160443206161279, 0.8027642855398356, 0.8158376324280682, 0.854811836991423, 0.812631614497897, 0.8145405455638148, 0.8277163179904174]"
Mismatched-C-5,204,3,False,False,True,"[0.7290510822257408, 0.6481295834194514, 0.6600782400361713, 0.7486838530028321, 0.7385391958418679, 0.6904453302142708, 0.7266378313974556, 0.6915504149624303]"
Mismatched-C-5,318,5,False,False,True,"[0.6426110514971166, 0.6934221832840257, 0.6613540758280889, 0.6759175358708063, 0.6744938079705867, 0.7178132618218822, 0.6396023818109894, 0.6578731189093068]"
Mismatched-C-5,356,1,False,False,True,"[0.5661348686540724, 0.7303083563013054, 0.6609097889837712, 0.6220208857460076, 0.6526139229879842, 0.5293382896824603, 0.5523543776640565, 0.6448409528731662]"
Mismatched-C-5,425,2,False,False,True,"[0.6417044180684419, 0.6673194967081681, 0.7039927955044722, 0.6795840638294253, 0.655982378258668, 0.5781816730462817, 0.6506898407500574, 0.6624926923004191]"
Mismatched-C-5,458,3,False,False,True,"[0.6432423888873885, 0.736592445062529, 0.7044286269933059, 0.763187117759884, 0.686342149127281, 0.7488780930979916, 0.719402008976907, 0.6367731569493574]"
Mismatched-C-5,637,7,False,False,True,"[0.6139388328581241, 0.6621647601574147, 0.7003880853687812, 0.6314287380168299, 0.7054217014278452, 0.7347891078419242, 0.5886923301816902, 0.7550807484174693]"
Mismatched-C-5,709,2,False,False,True,"[0.6692256428277967, 0.6684968065124703, 0.6771300408799159, 0.5991686170712424, 0.6531837196408011, 0.6690760791243219, 0.6541268537300693, 0.6259001352709255]"
Mismatched-C-5,868,6,False,False,True,"[0.5238658005936887, 0.550342477192221, 0.6381696595097235, 0.5943930071529595, 0.5612082957469893, 0.5786436517868707, 0.6560778291381323, 0.4662624552980573]"
Mismatched-C-5,1015,4,False,False,True,"[0.5342360033911209, 0.4788822560299142, 0.5688211245626489, 0.505010721185904, 0.606074558111122, 0.5219373477397632, 0.5793967068566362, 0.47394806635037867]"
Mismatched-C-5,1288,7,False,False,True,"[0.551899573710511, 0.6068375232521631, 0.6278401913661676, 0.5834320811962337, 0.6132504708440323, 0.5669734806135853, 0.621627526940484, 0.6310145781177747]"
Mismatched-C-5,1589,1,False,False,True,"[0.6038156439465272, 0.6942215915897272, 0.5889400748542464, 0.6476671916598977, 0.6239801221677688, 0.6070603192649957, 0.6124230681473906, 0.6296027758062259]"
Mismatched-C-5,1744,1,False,False,True,"[0.5705536599470664, 0.6058007624916251, 0.5767358155858417, 0.5631842704715923, 0.5440888201452552, 0.5444664575089635, 0.6046498265815001, 0.5534250925308832]"
Mismatched-C-5,1818,4,False,False,True,"[0.5959902405633737, 0.5658309960713834, 0.6525582906175013, 0.620991513142579, 0.7037617097142905, 0.6028112619537842, 0.566766408463283, 0.618407141676119]"
Mismatched-C-5,2070,3,False,False,True,"[0.44039750979234416, 0.5244993680526507, 0.6022345330137113, 0.6415977444369324, 0.6004753705362462, 0.559822766947474, 0.5106775623633101, 0.6262800197243892]"
Mismatched-C-5,2125,3,False,False,True,"[0.601278341219426, 0.5275772851010174, 0.6080039539094776, 0.6512658799622497, 0.5950664263064064, 0.48093377004035054, 0.5404163279134325, 0.56631003509259]"
Mismatched-C-5,2327,2,False,False,True,"[0.6135156934204259, 0.654865271703756, 0.6556267478598635, 0.6544256431896892, 0.6256919696927659, 0.6098878755734862, 0.6364892270307305, 0.6335313585627531]"
Mismatched-C-5,2737,1,False,False,True,"[0.8206211445626889, 0.8662261252759962, 0.8427157539753476, 0.8219879904113633, 0.7752356224985819, 0.8450256602735156, 0.8622464299807635, 0.8616400283429486]"
Mismatched-C-5,2795,4,False,False,True,"[0.7233820920200198, 0.7052480245372301, 0.7211566796178122, 0.6796109651990399, 0.7393947934426459, 0.715504967213676, 0.7278936275817238, 0.6763150024088277]"
Mismatched-C-5,2980,2,False,False,True,"[0.5779311668160994, 0.5897365489925319, 0.6054216105087791, 0.5889721764562712, 0.5823680059835434, 0.5556321857279898, 0.6018292629766473, 0.586449801831027]"
Mismatched-C-5,3338,1,False,False,True,"[0.6700416870649821, 0.6994628413361761, 0.4747608434300007, 0.6219123775805186, 0.5828797945723134, 0.5828896902927374, 0.6180873646059419, 0.47019561478008487]"
Mismatched-C-5,3344,4,False,False,True,"[0.5451642047163168, 0.5866966502292343, 0.41602887362975494, 0.5405575605810017, 0.6253528687283465, 0.6007981258515579, 0.5088860610410227, 0.5051097518850562]"
Mismatched-C-5,3368,3,False,False,True,"[0.584191102127797, 0.6165736867699512, 0.5777793544622218, 0.6520362865506553, 0.593729273608409, 0.6029063709775346, 0.5837543646573653, 0.6031001947320063]"
Mismatched-C-5,3731,1,False,False,True,"[0.5820456871833607, 0.6581135932636679, 0.59871906075577, 0.5662186024085193, 0.616344643562398, 0.5992551669603559, 0.5617638978439938, 0.6160518415771385]"
Mismatched-C-5,3803,3,False,False,True,"[0.5646557312652555, 0.46433980179736484, 0.5832981564039577, 0.6858663689569998, 0.5990825500931681, 0.6175151044693179, 0.6263886587861005, 0.6185822294107705]"
Mismatched-C-5,4292,5,False,False,True,"[0.5537513748554206, 0.5799389452568838, 0.48983806521976647, 0.608549636898545, 0.5852749911790144, 0.7559892417350937, 0.5840636961847748, 0.6138698361490728]"
Mismatched-C-5,4409,1,False,False,True,"[0.48176406903367797, 0.6525947225479121, 0.48548789329213915, 0.5951783495121175, 0.5507603918993116, 0.5542750528875787, 0.6216587677594476, 0.5097824257150199]"
Mismatched-C-5,4476,2,False,False,True,"[0.7025426895147471, 0.6306321634700182, 0.7426893762949547, 0.6124301730363875, 0.5186067638216155, 0.6930760130259328, 0.6024256950362465, 0.6932306282581997]"
Mismatched-C-5,4509,7,False,False,True,"[0.625752519475743, 0.6013189815796904, 0.6237885525387773, 0.5804923617658042, 0.6817145748332598, 0.6798617284905688, 0.6252412724603287, 0.6867820917535509]"
Mismatched-C-5,4927,3,False,False,True,"[0.5772963078035853, 0.6124802201736238, 0.5937015398773835, 0.6707284414384509, 0.450635862751737, 0.591304688971009, 0.6149221862198611, 0.6126838679934623]"
Mismatched-C-5,4967,7,False,False,True,"[0.6228572029678343, 0.6355629703117058, 0.6200584939431073, 0.6121775717923261, 0.6024859266317383, 0.6200345770643172, 0.6043640817797187, 0.6367474825318868]"
Mismatched-C-5,5340,4,False,False,True,"[0.6790158035862174, 0.7125605867804989, 0.580318129286443, 0.6308283976589497, 0.7457646223162742, 0.6222985458055228, 0.6491768144784597, 0.609806059180283]"
Mismatched-C-5,5582,2,False,False,True,"[0.5657765235617247, 0.5580359093046098, 0.6432650013533396, 0.5300609371973721, 0.5911458019376759, 0.6154374085750277, 0.49178733257204843, 0.5728360627600748]"
Mismatched-C-5,5656,4,False,False,True,"[0.6926090717037791, 0.6820848729647002, 0.6718836545917264, 0.6153279437235828, 0.7202634539235776, 0.7070747030620914, 0.7053443221613118, 0.6644106058294976]"
Mismatched-C-5,5683,7,False,False,True,"[0.7779947445860734, 0.7113534425035809, 0.6170698875455441, 0.8012485196090655, 0.7327130908422756, 0.7023526615422159, 0.710950673599508, 0.8455645068981188]"
Mismatched-C-5,5790,5,False,False,True,"[0.6711311295678544, 0.7038276614807812, 0.6528091811300785, 0.5956661239754486, 0.5980484478535235, 0.7429374269921798, 0.6289523877547081, 0.7408314397803946]"
Mismatched-C-5,5929,1,False,False,True,"[0.6774445409408894, 0.6931086343192638, 0.5999739891520491, 0.6740812073837356, 0.621611700197924, 0.63730390932015, 0.619809340942966, 0.4547408593097433]"
Mismatched-C-5,6315,5,False,False,True,"[0.6742770663279596, 0.661528377689072, 0.6141664482073026, 0.6677280576544543, 0.6492238445761151, 0.6806283553963524, 0.48901396456852136, 0.635273280365547]"
Mismatched-C-5,6360,4,False,False,True,"[0.6768896169732797, 0.5840796737166225, 0.6176052980515475, 0.6679035609206312, 0.712680139544138, 0.6017427133480304, 0.586555352570141, 0.679438938902504]"
Mismatched-C-5,6454,5,False,False,True,"[0.6177613075757857, 0.5756465648595976, 0.6661163916788981, 0.6187024422174138, 0.6929457414047617, 0.7151740743065024, 0.5956133122415598, 0.6323528727562735]"
Mismatched-C-5,6603,4,False,False,True,"[0.591743443883485, 0.5918084984356322, 0.6345360062568883, 0.6053615085389025, 0.6854806662706645, 0.567432417212981, 0.6009108117482953, 0.581167244162863]"
